case_id,language,transform,v3_triggered
ntx3-001670-1,hin_Latn,extra_spaces,False
ntx3-001670-1,hin_Latn,punctuation,False
ntx3-001670-1,hin_Latn,zero_width,False
ntx3-002083-3,tel_Telu,nfkc,False
ntx3-002083-3,tel_Telu,extra_spaces,False
ntx3-002083-3,tel_Telu,punctuation,False
ntx3-002083-3,tel_Telu,zero_width,False
ntx3-001040-1,hin_Latn,nfkc,False
ntx3-001040-1,hin_Latn,extra_spaces,False
ntx3-001040-1,hin_Latn,punctuation,False
ntx3-001040-1,hin_Latn,zero_width,False
ntx3-001475-2,tel_Latn,nfkc,False
ntx3-001475-2,tel_Latn,extra_spaces,False
ntx3-001475-2,tel_Latn,punctuation,False
ntx3-001475-2,tel_Latn,zero_width,False
ntx3-000454-1,hin_Latn,nfkc,False
ntx3-000454-1,hin_Latn,extra_spaces,False
ntx3-000454-1,hin_Latn,punctuation,False
ntx3-000454-1,hin_Latn,zero_width,False
ntx3-001260-2,tel_Latn,nfkc,False
ntx3-001260-2,tel_Latn,extra_spaces,False
ntx3-001260-2,tel_Latn,punctuation,False
ntx3-001260-2,tel_Latn,zero_width,False
ntx3-000898-0,eng_Latn,nfkc,False
ntx3-000898-0,eng_Latn,extra_spaces,False
ntx3-000898-0,eng_Latn,punctuation,False
ntx3-000898-0,eng_Latn,zero_width,False
ntx3-002054-1,hin_Latn,nfkc,False
ntx3-002054-1,hin_Latn,extra_spaces,False
ntx3-002054-1,hin_Latn,punctuation,False
ntx3-002054-1,hin_Latn,zero_width,False
ntx3-001225-3,tel_Telu,nfkc,False
ntx3-001225-3,tel_Telu,extra_spaces,False
ntx3-001225-3,tel_Telu,punctuation,False
ntx3-001225-3,tel_Telu,zero_width,False
ntx3-000790-2,tel_Latn,nfkc,False
ntx3-000790-2,tel_Latn,extra_spaces,False
ntx3-000790-2,tel_Latn,punctuation,False
ntx3-000790-2,tel_Latn,zero_width,False
ntx3-001336-0,eng_Latn,nfkc,False
ntx3-001336-0,eng_Latn,extra_spaces,False
ntx3-001336-0,eng_Latn,punctuation,False
ntx3-001336-0,eng_Latn,zero_width,False
ntx3-000884-0,eng_Latn,nfkc,False
ntx3-000884-0,eng_Latn,extra_spaces,False
ntx3-000884-0,eng_Latn,punctuation,False
ntx3-000884-0,eng_Latn,zero_width,False
ntx3-001225-1,hin_Latn,nfkc,False
ntx3-001225-1,hin_Latn,extra_spaces,False
ntx3-001225-1,hin_Latn,punctuation,False
ntx3-001225-1,hin_Latn,zero_width,False
ntx3-000238-1,hin_Latn,nfkc,False
ntx3-000238-1,hin_Latn,extra_spaces,False
ntx3-000238-1,hin_Latn,punctuation,False
ntx3-000238-1,hin_Latn,zero_width,False
ntx3-001191-2,tel_Latn,nfkc,False
ntx3-001191-2,tel_Latn,extra_spaces,False
ntx3-001191-2,tel_Latn,punctuation,False
ntx3-001191-2,tel_Latn,zero_width,False
ntx3-001051-3,tel_Telu,nfkc,False
ntx3-001051-3,tel_Telu,extra_spaces,False
ntx3-001051-3,tel_Telu,punctuation,False
ntx3-001051-3,tel_Telu,zero_width,False
ntx3-001466-3,tel_Telu,nfkc,False
ntx3-001466-3,tel_Telu,extra_spaces,False
ntx3-001466-3,tel_Telu,punctuation,False
ntx3-001466-3,tel_Telu,zero_width,False
ntx3-001019-2,tel_Latn,nfkc,False
ntx3-001019-2,tel_Latn,extra_spaces,False
ntx3-001019-2,tel_Latn,punctuation,False
ntx3-001019-2,tel_Latn,zero_width,False
ntx3-002249-0,eng_Latn,nfkc,False
ntx3-002249-0,eng_Latn,extra_spaces,False
ntx3-002249-0,eng_Latn,punctuation,False
ntx3-002249-0,eng_Latn,zero_width,False
ntx3-001930-0,eng_Latn,nfkc,False
ntx3-001930-0,eng_Latn,extra_spaces,False
ntx3-001930-0,eng_Latn,punctuation,False
ntx3-001930-0,eng_Latn,zero_width,False
ntx3-002299-3,tel_Telu,nfkc,False
ntx3-002299-3,tel_Telu,extra_spaces,False
ntx3-002299-3,tel_Telu,punctuation,False
ntx3-002299-3,tel_Telu,zero_width,False
ntx3-000538-0,eng_Latn,nfkc,False
ntx3-000538-0,eng_Latn,extra_spaces,False
ntx3-000538-0,eng_Latn,punctuation,False
ntx3-000538-0,eng_Latn,zero_width,False
ntx3-000349-1,hin_Latn,nfkc,False
ntx3-000349-1,hin_Latn,extra_spaces,False
ntx3-000349-1,hin_Latn,punctuation,False
ntx3-000349-1,hin_Latn,zero_width,False
ntx3-000837-1,hin_Latn,nfkc,False
ntx3-000837-1,hin_Latn,extra_spaces,False
ntx3-000837-1,hin_Latn,punctuation,False
ntx3-000837-1,hin_Latn,zero_width,False
ntx3-001280-1,hin_Latn,nfkc,False
ntx3-001280-1,hin_Latn,extra_spaces,False
ntx3-001280-1,hin_Latn,punctuation,False
ntx3-001280-1,hin_Latn,zero_width,False
ntx3-000954-3,tel_Telu,nfkc,False
ntx3-000954-3,tel_Telu,extra_spaces,False
ntx3-000954-3,tel_Telu,punctuation,False
ntx3-000954-3,tel_Telu,zero_width,False
ntx3-000645-0,eng_Latn,nfkc,False
ntx3-000645-0,eng_Latn,extra_spaces,False
ntx3-000645-0,eng_Latn,punctuation,False
ntx3-000645-0,eng_Latn,zero_width,False
ntx3-000968-1,hin_Latn,nfkc,False
ntx3-000968-1,hin_Latn,extra_spaces,False
ntx3-000968-1,hin_Latn,punctuation,False
ntx3-000968-1,hin_Latn,zero_width,False
ntx3-001012-1,hin_Latn,nfkc,False
ntx3-001012-1,hin_Latn,extra_spaces,False
ntx3-001012-1,hin_Latn,punctuation,False
ntx3-001012-1,hin_Latn,zero_width,False
ntx3-000504-1,hin_Latn,nfkc,False
ntx3-000504-1,hin_Latn,extra_spaces,False
ntx3-000504-1,hin_Latn,punctuation,False
ntx3-000504-1,hin_Latn,zero_width,False
ntx3-001570-0,eng_Latn,nfkc,False
ntx3-001570-0,eng_Latn,extra_spaces,False
ntx3-001570-0,eng_Latn,punctuation,False
ntx3-001570-0,eng_Latn,zero_width,False
ntx3-002065-2,tel_Latn,nfkc,False
ntx3-002065-2,tel_Latn,extra_spaces,False
ntx3-002065-2,tel_Latn,punctuation,False
ntx3-002065-2,tel_Latn,zero_width,False
ntx3-001957-3,tel_Telu,nfkc,False
ntx3-001957-3,tel_Telu,extra_spaces,False
ntx3-001957-3,tel_Telu,punctuation,False
ntx3-001957-3,tel_Telu,zero_width,False
ntx3-002237-1,hin_Latn,nfkc,False
ntx3-002237-1,hin_Latn,extra_spaces,False
ntx3-002237-1,hin_Latn,punctuation,False
ntx3-002237-1,hin_Latn,zero_width,False
ntx3-001848-2,tel_Latn,nfkc,False
ntx3-001848-2,tel_Latn,extra_spaces,False
ntx3-001848-2,tel_Latn,punctuation,False
ntx3-001848-2,tel_Latn,zero_width,False
ntx3-002495-2,tel_Latn,nfkc,False
ntx3-002495-2,tel_Latn,extra_spaces,False
ntx3-002495-2,tel_Latn,punctuation,False
ntx3-002495-2,tel_Latn,zero_width,False
ntx3-000246-0,eng_Latn,nfkc,False
ntx3-000246-0,eng_Latn,extra_spaces,False
ntx3-000246-0,eng_Latn,punctuation,False
ntx3-000246-0,eng_Latn,zero_width,False
ntx3-001736-3,tel_Telu,nfkc,False
ntx3-001736-3,tel_Telu,extra_spaces,False
ntx3-001736-3,tel_Telu,punctuation,False
ntx3-001736-3,tel_Telu,zero_width,False
ntx3-000607-3,tel_Telu,nfkc,False
ntx3-000607-3,tel_Telu,extra_spaces,False
ntx3-000607-3,tel_Telu,punctuation,False
ntx3-000607-3,tel_Telu,zero_width,False
ntx3-001198-3,tel_Telu,nfkc,False
ntx3-001198-3,tel_Telu,extra_spaces,False
ntx3-001198-3,tel_Telu,punctuation,False
ntx3-001198-3,tel_Telu,zero_width,False
ntx3-002240-2,tel_Latn,nfkc,False
ntx3-002240-2,tel_Latn,extra_spaces,False
ntx3-002240-2,tel_Latn,punctuation,False
ntx3-002240-2,tel_Latn,zero_width,False
ntx3-001361-1,hin_Latn,nfkc,False
ntx3-001361-1,hin_Latn,extra_spaces,False
ntx3-001361-1,hin_Latn,punctuation,False
ntx3-001361-1,hin_Latn,zero_width,False
ntx3-002296-0,eng_Latn,nfkc,False
ntx3-002296-0,eng_Latn,extra_spaces,False
ntx3-002296-0,eng_Latn,punctuation,False
ntx3-002296-0,eng_Latn,zero_width,False
ntx3-001736-2,tel_Latn,nfkc,False
ntx3-001736-2,tel_Latn,extra_spaces,False
ntx3-001736-2,tel_Latn,punctuation,False
ntx3-001736-2,tel_Latn,zero_width,False
ntx3-001250-3,tel_Telu,nfkc,False
ntx3-001250-3,tel_Telu,extra_spaces,False
ntx3-001250-3,tel_Telu,punctuation,False
ntx3-001250-3,tel_Telu,zero_width,False
ntx3-001428-2,tel_Latn,nfkc,False
ntx3-001428-2,tel_Latn,extra_spaces,False
ntx3-001428-2,tel_Latn,punctuation,False
ntx3-001428-2,tel_Latn,zero_width,False
ntx3-000600-1,hin_Latn,nfkc,False
ntx3-000600-1,hin_Latn,extra_spaces,False
ntx3-000600-1,hin_Latn,punctuation,False
ntx3-000600-1,hin_Latn,zero_width,False
ntx3-002395-2,tel_Latn,nfkc,False
ntx3-002395-2,tel_Latn,extra_spaces,False
ntx3-002395-2,tel_Latn,punctuation,False
ntx3-002395-2,tel_Latn,zero_width,False
ntx3-001153-3,tel_Telu,nfkc,False
ntx3-001153-3,tel_Telu,extra_spaces,False
ntx3-001153-3,tel_Telu,punctuation,False
ntx3-001153-3,tel_Telu,zero_width,False
ntx3-002081-0,eng_Latn,nfkc,False
ntx3-002081-0,eng_Latn,extra_spaces,False
ntx3-002081-0,eng_Latn,punctuation,False
ntx3-002081-0,eng_Latn,zero_width,False
ntx3-000828-2,tel_Latn,nfkc,False
ntx3-000828-2,tel_Latn,extra_spaces,False
ntx3-000828-2,tel_Latn,punctuation,False
ntx3-000828-2,tel_Latn,zero_width,False
ntx3-002477-1,hin_Latn,nfkc,False
ntx3-002477-1,hin_Latn,extra_spaces,False
ntx3-002477-1,hin_Latn,punctuation,False
ntx3-002477-1,hin_Latn,zero_width,False
ntx3-001398-3,tel_Telu,nfkc,False
ntx3-001398-3,tel_Telu,extra_spaces,False
ntx3-001398-3,tel_Telu,punctuation,False
ntx3-001398-3,tel_Telu,zero_width,False
ntx3-001716-3,tel_Telu,nfkc,False
ntx3-001716-3,tel_Telu,extra_spaces,False
ntx3-001716-3,tel_Telu,punctuation,False
ntx3-001716-3,tel_Telu,zero_width,False
ntx3-002036-1,hin_Latn,nfkc,False
ntx3-002036-1,hin_Latn,extra_spaces,False
ntx3-002036-1,hin_Latn,punctuation,False
ntx3-002036-1,hin_Latn,zero_width,False
ntx3-001846-0,eng_Latn,nfkc,False
ntx3-001846-0,eng_Latn,extra_spaces,False
ntx3-001846-0,eng_Latn,punctuation,False
ntx3-001846-0,eng_Latn,zero_width,False
ntx3-001179-2,tel_Latn,nfkc,False
ntx3-001179-2,tel_Latn,extra_spaces,False
ntx3-001179-2,tel_Latn,punctuation,False
ntx3-001179-2,tel_Latn,zero_width,False
ntx3-001509-2,tel_Latn,nfkc,False
ntx3-001509-2,tel_Latn,extra_spaces,False
ntx3-001509-2,tel_Latn,punctuation,False
ntx3-001509-2,tel_Latn,zero_width,False
ntx3-001910-1,hin_Latn,nfkc,False
ntx3-001910-1,hin_Latn,extra_spaces,False
ntx3-001910-1,hin_Latn,punctuation,False
ntx3-001910-1,hin_Latn,zero_width,False
ntx3-002000-3,tel_Telu,nfkc,False
ntx3-002000-3,tel_Telu,extra_spaces,False
ntx3-002000-3,tel_Telu,punctuation,False
ntx3-002000-3,tel_Telu,zero_width,False
ntx3-001269-1,hin_Latn,nfkc,False
ntx3-001269-1,hin_Latn,extra_spaces,False
ntx3-001269-1,hin_Latn,punctuation,False
ntx3-001269-1,hin_Latn,zero_width,False
ntx3-001040-3,tel_Telu,nfkc,False
ntx3-001040-3,tel_Telu,extra_spaces,False
ntx3-001040-3,tel_Telu,punctuation,False
ntx3-001040-3,tel_Telu,zero_width,False
ntx3-000556-2,tel_Latn,nfkc,False
ntx3-000556-2,tel_Latn,extra_spaces,False
ntx3-000556-2,tel_Latn,punctuation,False
ntx3-000556-2,tel_Latn,zero_width,False
ntx3-001892-0,eng_Latn,nfkc,False
ntx3-001892-0,eng_Latn,extra_spaces,False
ntx3-001892-0,eng_Latn,punctuation,False
ntx3-001892-0,eng_Latn,zero_width,False
ntx3-000248-2,tel_Latn,nfkc,False
ntx3-000248-2,tel_Latn,extra_spaces,False
ntx3-000248-2,tel_Latn,punctuation,False
ntx3-000248-2,tel_Latn,zero_width,False
ntx3-000464-0,eng_Latn,nfkc,False
ntx3-000464-0,eng_Latn,extra_spaces,False
ntx3-000464-0,eng_Latn,punctuation,False
ntx3-000464-0,eng_Latn,zero_width,False
ntx3-000869-2,tel_Latn,nfkc,False
ntx3-000869-2,tel_Latn,extra_spaces,False
ntx3-000869-2,tel_Latn,punctuation,False
ntx3-000869-2,tel_Latn,zero_width,False
ntx3-000751-2,tel_Latn,nfkc,False
ntx3-000751-2,tel_Latn,extra_spaces,False
ntx3-000751-2,tel_Latn,punctuation,False
ntx3-000751-2,tel_Latn,zero_width,False
ntx3-002249-3,tel_Telu,nfkc,False
ntx3-002249-3,tel_Telu,extra_spaces,False
ntx3-002249-3,tel_Telu,punctuation,False
ntx3-002249-3,tel_Telu,zero_width,False
ntx3-000825-3,tel_Telu,nfkc,False
ntx3-000825-3,tel_Telu,extra_spaces,False
ntx3-000825-3,tel_Telu,punctuation,False
ntx3-000825-3,tel_Telu,zero_width,False
ntx3-001445-2,tel_Latn,nfkc,False
ntx3-001445-2,tel_Latn,extra_spaces,False
ntx3-001445-2,tel_Latn,punctuation,False
ntx3-001445-2,tel_Latn,zero_width,False
ntx3-000232-2,tel_Latn,nfkc,False
ntx3-000232-2,tel_Latn,extra_spaces,False
ntx3-000232-2,tel_Latn,punctuation,False
ntx3-000232-2,tel_Latn,zero_width,False
ntx3-000505-1,hin_Latn,nfkc,False
ntx3-000505-1,hin_Latn,extra_spaces,False
ntx3-000505-1,hin_Latn,punctuation,False
ntx3-000505-1,hin_Latn,zero_width,False
ntx3-002406-0,eng_Latn,nfkc,False
ntx3-002406-0,eng_Latn,extra_spaces,False
ntx3-002406-0,eng_Latn,punctuation,False
ntx3-002406-0,eng_Latn,zero_width,False
ntx3-000349-3,tel_Telu,nfkc,False
ntx3-000349-3,tel_Telu,extra_spaces,False
ntx3-000349-3,tel_Telu,punctuation,False
ntx3-000349-3,tel_Telu,zero_width,False
ntx3-000898-2,tel_Latn,nfkc,False
ntx3-000898-2,tel_Latn,extra_spaces,False
ntx3-000898-2,tel_Latn,punctuation,False
ntx3-000898-2,tel_Latn,zero_width,False
ntx3-001599-2,tel_Latn,nfkc,False
ntx3-001599-2,tel_Latn,extra_spaces,False
ntx3-001599-2,tel_Latn,punctuation,False
ntx3-001599-2,tel_Latn,zero_width,False
ntx3-001390-3,tel_Telu,nfkc,False
ntx3-001390-3,tel_Telu,extra_spaces,False
ntx3-001390-3,tel_Telu,punctuation,False
ntx3-001390-3,tel_Telu,zero_width,False
ntx3-000878-1,hin_Latn,nfkc,False
ntx3-000878-1,hin_Latn,extra_spaces,False
ntx3-000878-1,hin_Latn,punctuation,False
ntx3-000878-1,hin_Latn,zero_width,False
ntx3-002098-2,tel_Latn,nfkc,False
ntx3-002098-2,tel_Latn,extra_spaces,False
ntx3-002098-2,tel_Latn,punctuation,False
ntx3-002098-2,tel_Latn,zero_width,False
ntx3-001674-3,tel_Telu,nfkc,False
ntx3-001674-3,tel_Telu,extra_spaces,False
ntx3-001674-3,tel_Telu,punctuation,False
ntx3-001674-3,tel_Telu,zero_width,False
ntx3-001966-2,tel_Latn,nfkc,False
ntx3-001966-2,tel_Latn,extra_spaces,False
ntx3-001966-2,tel_Latn,punctuation,False
ntx3-001966-2,tel_Latn,zero_width,False
ntx3-001825-3,tel_Telu,nfkc,False
ntx3-001825-3,tel_Telu,extra_spaces,False
ntx3-001825-3,tel_Telu,punctuation,False
ntx3-001825-3,tel_Telu,zero_width,False
ntx3-001014-3,tel_Telu,nfkc,False
ntx3-001014-3,tel_Telu,extra_spaces,False
ntx3-001014-3,tel_Telu,punctuation,False
ntx3-001014-3,tel_Telu,zero_width,False
ntx3-002172-3,tel_Telu,nfkc,False
ntx3-002172-3,tel_Telu,extra_spaces,False
ntx3-002172-3,tel_Telu,punctuation,False
ntx3-002172-3,tel_Telu,zero_width,False
ntx3-001091-1,hin_Latn,nfkc,False
ntx3-001091-1,hin_Latn,extra_spaces,False
ntx3-001091-1,hin_Latn,punctuation,False
ntx3-001091-1,hin_Latn,zero_width,False
ntx3-002267-3,tel_Telu,nfkc,False
ntx3-002267-3,tel_Telu,extra_spaces,False
ntx3-002267-3,tel_Telu,punctuation,False
ntx3-002267-3,tel_Telu,zero_width,False
ntx3-002267-2,tel_Latn,nfkc,False
ntx3-002267-2,tel_Latn,extra_spaces,False
ntx3-002267-2,tel_Latn,punctuation,False
ntx3-002267-2,tel_Latn,zero_width,False
ntx3-001932-3,tel_Telu,nfkc,False
ntx3-001932-3,tel_Telu,extra_spaces,False
ntx3-001932-3,tel_Telu,punctuation,False
ntx3-001932-3,tel_Telu,zero_width,False
ntx3-001496-3,tel_Telu,nfkc,False
ntx3-001496-3,tel_Telu,extra_spaces,False
ntx3-001496-3,tel_Telu,punctuation,False
ntx3-001496-3,tel_Telu,zero_width,False
ntx3-001029-2,tel_Latn,nfkc,False
ntx3-001029-2,tel_Latn,extra_spaces,False
ntx3-001029-2,tel_Latn,punctuation,False
ntx3-001029-2,tel_Latn,zero_width,False
ntx3-000389-3,tel_Telu,nfkc,False
ntx3-000389-3,tel_Telu,extra_spaces,False
ntx3-000389-3,tel_Telu,punctuation,False
ntx3-000389-3,tel_Telu,zero_width,False
ntx3-001653-3,tel_Telu,nfkc,False
ntx3-001653-3,tel_Telu,extra_spaces,False
ntx3-001653-3,tel_Telu,punctuation,False
ntx3-001653-3,tel_Telu,zero_width,False
ntx3-001284-2,tel_Latn,nfkc,False
ntx3-001284-2,tel_Latn,extra_spaces,False
ntx3-001284-2,tel_Latn,punctuation,False
ntx3-001284-2,tel_Latn,zero_width,False
ntx3-001628-1,hin_Latn,nfkc,False
ntx3-001628-1,hin_Latn,extra_spaces,False
ntx3-001628-1,hin_Latn,punctuation,False
ntx3-001628-1,hin_Latn,zero_width,False
ntx3-001035-3,tel_Telu,nfkc,False
ntx3-001035-3,tel_Telu,extra_spaces,False
ntx3-001035-3,tel_Telu,punctuation,False
ntx3-001035-3,tel_Telu,zero_width,False
ntx3-002129-3,tel_Telu,nfkc,False
ntx3-002129-3,tel_Telu,extra_spaces,False
ntx3-002129-3,tel_Telu,punctuation,False
ntx3-002129-3,tel_Telu,zero_width,False
ntx3-000310-0,eng_Latn,nfkc,False
ntx3-000310-0,eng_Latn,extra_spaces,False
ntx3-000310-0,eng_Latn,punctuation,False
ntx3-000310-0,eng_Latn,zero_width,False
ntx3-000381-1,hin_Latn,nfkc,False
ntx3-000381-1,hin_Latn,extra_spaces,False
ntx3-000381-1,hin_Latn,punctuation,False
ntx3-000381-1,hin_Latn,zero_width,False
ntx3-001968-2,tel_Latn,nfkc,False
ntx3-001968-2,tel_Latn,extra_spaces,False
ntx3-001968-2,tel_Latn,punctuation,False
ntx3-001968-2,tel_Latn,zero_width,False
ntx3-001786-2,tel_Latn,nfkc,False
ntx3-001786-2,tel_Latn,extra_spaces,False
ntx3-001786-2,tel_Latn,punctuation,False
ntx3-001786-2,tel_Latn,zero_width,False
ntx3-002406-1,hin_Latn,nfkc,False
ntx3-002406-1,hin_Latn,extra_spaces,False
ntx3-002406-1,hin_Latn,punctuation,False
ntx3-002406-1,hin_Latn,zero_width,False
ntx3-002141-1,hin_Latn,nfkc,False
ntx3-002141-1,hin_Latn,extra_spaces,False
ntx3-002141-1,hin_Latn,punctuation,False
ntx3-002141-1,hin_Latn,zero_width,False
ntx3-000941-0,eng_Latn,nfkc,False
ntx3-000941-0,eng_Latn,extra_spaces,False
ntx3-000941-0,eng_Latn,punctuation,False
ntx3-000941-0,eng_Latn,zero_width,False
ntx3-000585-0,eng_Latn,nfkc,False
ntx3-000585-0,eng_Latn,extra_spaces,False
ntx3-000585-0,eng_Latn,punctuation,False
ntx3-000585-0,eng_Latn,zero_width,False
ntx3-000726-0,eng_Latn,nfkc,False
ntx3-000726-0,eng_Latn,extra_spaces,False
ntx3-000726-0,eng_Latn,punctuation,False
ntx3-000726-0,eng_Latn,zero_width,False
ntx3-002459-2,tel_Latn,nfkc,False
ntx3-002459-2,tel_Latn,extra_spaces,False
ntx3-002459-2,tel_Latn,punctuation,False
ntx3-002459-2,tel_Latn,zero_width,False
ntx3-001679-1,hin_Latn,nfkc,False
ntx3-001679-1,hin_Latn,extra_spaces,False
ntx3-001679-1,hin_Latn,punctuation,False
ntx3-001679-1,hin_Latn,zero_width,False
ntx3-001035-0,eng_Latn,nfkc,False
ntx3-001035-0,eng_Latn,extra_spaces,False
ntx3-001035-0,eng_Latn,punctuation,False
ntx3-001035-0,eng_Latn,zero_width,False
ntx3-001179-3,tel_Telu,nfkc,False
ntx3-001179-3,tel_Telu,extra_spaces,False
ntx3-001179-3,tel_Telu,punctuation,False
ntx3-001179-3,tel_Telu,zero_width,False
ntx3-001531-2,tel_Latn,nfkc,False
ntx3-001531-2,tel_Latn,extra_spaces,False
ntx3-001531-2,tel_Latn,punctuation,False
ntx3-001531-2,tel_Latn,zero_width,False
ntx3-000337-1,hin_Latn,nfkc,False
ntx3-000337-1,hin_Latn,extra_spaces,False
ntx3-000337-1,hin_Latn,punctuation,False
ntx3-000337-1,hin_Latn,zero_width,False
ntx3-000902-0,eng_Latn,nfkc,False
ntx3-000902-0,eng_Latn,extra_spaces,False
ntx3-000902-0,eng_Latn,punctuation,False
ntx3-000902-0,eng_Latn,zero_width,False
ntx3-000539-2,tel_Latn,nfkc,False
ntx3-000539-2,tel_Latn,extra_spaces,False
ntx3-000539-2,tel_Latn,punctuation,False
ntx3-000539-2,tel_Latn,zero_width,False
ntx3-000776-1,hin_Latn,nfkc,False
ntx3-000776-1,hin_Latn,extra_spaces,False
ntx3-000776-1,hin_Latn,punctuation,False
ntx3-000776-1,hin_Latn,zero_width,False
ntx3-002185-1,hin_Latn,nfkc,False
ntx3-002185-1,hin_Latn,extra_spaces,False
ntx3-002185-1,hin_Latn,punctuation,False
ntx3-002185-1,hin_Latn,zero_width,False
ntx3-000740-2,tel_Latn,nfkc,False
ntx3-000740-2,tel_Latn,extra_spaces,False
ntx3-000740-2,tel_Latn,punctuation,False
ntx3-000740-2,tel_Latn,zero_width,False
ntx3-002065-3,tel_Telu,nfkc,False
ntx3-002065-3,tel_Telu,extra_spaces,False
ntx3-002065-3,tel_Telu,punctuation,False
ntx3-002065-3,tel_Telu,zero_width,False
ntx3-001584-2,tel_Latn,nfkc,False
ntx3-001584-2,tel_Latn,extra_spaces,False
