case_id,language,transform,v3_triggered
ntx3-001503-1,hin_Latn,zero_width,False
ntx3-000817-1,hin_Latn,nfkc,False
ntx3-000817-1,hin_Latn,extra_spaces,False
ntx3-000817-1,hin_Latn,punctuation,False
ntx3-000817-1,hin_Latn,zero_width,False
ntx3-000304-1,hin_Latn,nfkc,False
ntx3-000304-1,hin_Latn,extra_spaces,False
ntx3-000304-1,hin_Latn,punctuation,False
ntx3-000304-1,hin_Latn,zero_width,False
ntx3-001971-0,eng_Latn,nfkc,False
ntx3-001971-0,eng_Latn,extra_spaces,False
ntx3-001971-0,eng_Latn,punctuation,False
ntx3-001971-0,eng_Latn,zero_width,False
ntx3-001188-0,eng_Latn,nfkc,False
ntx3-001188-0,eng_Latn,extra_spaces,False
ntx3-001188-0,eng_Latn,punctuation,False
ntx3-001188-0,eng_Latn,zero_width,False
ntx3-001674-3,tel_Telu,nfkc,False
ntx3-001674-3,tel_Telu,extra_spaces,False
ntx3-001674-3,tel_Telu,punctuation,False
ntx3-001674-3,tel_Telu,zero_width,False
ntx3-002221-0,eng_Latn,nfkc,False
ntx3-002221-0,eng_Latn,extra_spaces,False
ntx3-002221-0,eng_Latn,punctuation,False
ntx3-002221-0,eng_Latn,zero_width,False
ntx3-000659-2,tel_Latn,nfkc,False
ntx3-000659-2,tel_Latn,extra_spaces,False
ntx3-000659-2,tel_Latn,punctuation,False
ntx3-000659-2,tel_Latn,zero_width,False
ntx3-001465-1,hin_Latn,nfkc,False
ntx3-001465-1,hin_Latn,extra_spaces,False
ntx3-001465-1,hin_Latn,punctuation,False
ntx3-001465-1,hin_Latn,zero_width,False
ntx3-001736-3,tel_Telu,nfkc,False
ntx3-001736-3,tel_Telu,extra_spaces,False
ntx3-001736-3,tel_Telu,punctuation,False
ntx3-001736-3,tel_Telu,zero_width,False
ntx3-001244-0,eng_Latn,nfkc,False
ntx3-001244-0,eng_Latn,extra_spaces,False
ntx3-001244-0,eng_Latn,punctuation,False
ntx3-001244-0,eng_Latn,zero_width,False
ntx3-001566-0,eng_Latn,nfkc,False
ntx3-001566-0,eng_Latn,extra_spaces,False
ntx3-001566-0,eng_Latn,punctuation,False
ntx3-001566-0,eng_Latn,zero_width,False
ntx3-001496-0,eng_Latn,nfkc,False
ntx3-001496-0,eng_Latn,extra_spaces,False
ntx3-001496-0,eng_Latn,punctuation,False
ntx3-001496-0,eng_Latn,zero_width,False
ntx3-001698-0,eng_Latn,nfkc,False
ntx3-001698-0,eng_Latn,extra_spaces,False
ntx3-001698-0,eng_Latn,punctuation,False
ntx3-001698-0,eng_Latn,zero_width,False
ntx3-002011-0,eng_Latn,nfkc,False
ntx3-002011-0,eng_Latn,extra_spaces,False
ntx3-002011-0,eng_Latn,punctuation,False
ntx3-002011-0,eng_Latn,zero_width,False
ntx3-000364-3,tel_Telu,nfkc,False
ntx3-000364-3,tel_Telu,extra_spaces,False
ntx3-000364-3,tel_Telu,punctuation,False
ntx3-000364-3,tel_Telu,zero_width,False
ntx3-002492-1,hin_Latn,nfkc,False
ntx3-002492-1,hin_Latn,extra_spaces,False
ntx3-002492-1,hin_Latn,punctuation,False
ntx3-002492-1,hin_Latn,zero_width,False
ntx3-002046-1,hin_Latn,nfkc,False
ntx3-002046-1,hin_Latn,extra_spaces,False
ntx3-002046-1,hin_Latn,punctuation,False
ntx3-002046-1,hin_Latn,zero_width,False
ntx3-002303-0,eng_Latn,nfkc,False
ntx3-002303-0,eng_Latn,extra_spaces,False
ntx3-002303-0,eng_Latn,punctuation,False
ntx3-002303-0,eng_Latn,zero_width,False
ntx3-001694-0,eng_Latn,nfkc,False
ntx3-001694-0,eng_Latn,extra_spaces,False
ntx3-001694-0,eng_Latn,punctuation,False
ntx3-001694-0,eng_Latn,zero_width,False
ntx3-001415-1,hin_Latn,nfkc,False
ntx3-001415-1,hin_Latn,extra_spaces,False
ntx3-001415-1,hin_Latn,punctuation,False
ntx3-001415-1,hin_Latn,zero_width,False
ntx3-001787-3,tel_Telu,nfkc,False
ntx3-001787-3,tel_Telu,extra_spaces,False
ntx3-001787-3,tel_Telu,punctuation,False
ntx3-001787-3,tel_Telu,zero_width,False
ntx3-000218-3,tel_Telu,nfkc,False
ntx3-000218-3,tel_Telu,extra_spaces,False
ntx3-000218-3,tel_Telu,punctuation,False
ntx3-000218-3,tel_Telu,zero_width,False
ntx3-001465-2,tel_Latn,nfkc,False
ntx3-001465-2,tel_Latn,extra_spaces,False
ntx3-001465-2,tel_Latn,punctuation,False
ntx3-001465-2,tel_Latn,zero_width,False
ntx3-000349-3,tel_Telu,nfkc,False
ntx3-000349-3,tel_Telu,extra_spaces,False
ntx3-000349-3,tel_Telu,punctuation,False
ntx3-000349-3,tel_Telu,zero_width,False
ntx3-002078-1,hin_Latn,nfkc,False
ntx3-002078-1,hin_Latn,extra_spaces,False
ntx3-002078-1,hin_Latn,punctuation,False
ntx3-002078-1,hin_Latn,zero_width,False
ntx3-002206-1,hin_Latn,nfkc,False
ntx3-002206-1,hin_Latn,extra_spaces,False
ntx3-002206-1,hin_Latn,punctuation,False
ntx3-002206-1,hin_Latn,zero_width,False
ntx3-002365-3,tel_Telu,nfkc,False
ntx3-002365-3,tel_Telu,extra_spaces,False
ntx3-002365-3,tel_Telu,punctuation,False
ntx3-002365-3,tel_Telu,zero_width,False
ntx3-000698-1,hin_Latn,nfkc,False
ntx3-000698-1,hin_Latn,extra_spaces,False
ntx3-000698-1,hin_Latn,punctuation,False
ntx3-000698-1,hin_Latn,zero_width,False
ntx3-000160-0,eng_Latn,nfkc,False
ntx3-000160-0,eng_Latn,extra_spaces,False
ntx3-000160-0,eng_Latn,punctuation,False
ntx3-000160-0,eng_Latn,zero_width,False
ntx3-000726-1,hin_Latn,nfkc,False
ntx3-000726-1,hin_Latn,extra_spaces,False
ntx3-000726-1,hin_Latn,punctuation,False
ntx3-000726-1,hin_Latn,zero_width,False
ntx3-001260-0,eng_Latn,nfkc,False
ntx3-001260-0,eng_Latn,extra_spaces,False
ntx3-001260-0,eng_Latn,punctuation,False
ntx3-001260-0,eng_Latn,zero_width,False
ntx3-000633-3,tel_Telu,nfkc,False
ntx3-000633-3,tel_Telu,extra_spaces,False
ntx3-000633-3,tel_Telu,punctuation,False
ntx3-000633-3,tel_Telu,zero_width,False
ntx3-001304-1,hin_Latn,nfkc,False
ntx3-001304-1,hin_Latn,extra_spaces,False
ntx3-001304-1,hin_Latn,punctuation,False
ntx3-001304-1,hin_Latn,zero_width,False
ntx3-001613-0,eng_Latn,nfkc,False
ntx3-001613-0,eng_Latn,extra_spaces,False
ntx3-001613-0,eng_Latn,punctuation,False
ntx3-001613-0,eng_Latn,zero_width,False
ntx3-002428-3,tel_Telu,nfkc,False
ntx3-002428-3,tel_Telu,extra_spaces,False
ntx3-002428-3,tel_Telu,punctuation,False
ntx3-002428-3,tel_Telu,zero_width,False
ntx3-002206-3,tel_Telu,nfkc,False
ntx3-002206-3,tel_Telu,extra_spaces,False
ntx3-002206-3,tel_Telu,punctuation,False
ntx3-002206-3,tel_Telu,zero_width,False
ntx3-001751-2,tel_Latn,nfkc,False
ntx3-001751-2,tel_Latn,extra_spaces,False
ntx3-001751-2,tel_Latn,punctuation,False
ntx3-001751-2,tel_Latn,zero_width,False
ntx3-001670-3,tel_Telu,nfkc,False
ntx3-001670-3,tel_Telu,extra_spaces,False
ntx3-001670-3,tel_Telu,punctuation,False
ntx3-001670-3,tel_Telu,zero_width,False
ntx3-000464-1,hin_Latn,nfkc,False
ntx3-000464-1,hin_Latn,extra_spaces,False
ntx3-000464-1,hin_Latn,punctuation,False
ntx3-000464-1,hin_Latn,zero_width,False
ntx3-002173-3,tel_Telu,nfkc,False
ntx3-002173-3,tel_Telu,extra_spaces,False
ntx3-002173-3,tel_Telu,punctuation,False
ntx3-002173-3,tel_Telu,zero_width,False
ntx3-002406-0,eng_Latn,nfkc,False
ntx3-002406-0,eng_Latn,extra_spaces,False
ntx3-002406-0,eng_Latn,punctuation,False
ntx3-002406-0,eng_Latn,zero_width,False
ntx3-001012-3,tel_Telu,nfkc,False
ntx3-001012-3,tel_Telu,extra_spaces,False
ntx3-001012-3,tel_Telu,punctuation,False
ntx3-001012-3,tel_Telu,zero_width,False
ntx3-001692-1,hin_Latn,nfkc,False
ntx3-001692-1,hin_Latn,extra_spaces,False
ntx3-001692-1,hin_Latn,punctuation,False
ntx3-001692-1,hin_Latn,zero_width,False
ntx3-001434-2,tel_Latn,nfkc,False
ntx3-001434-2,tel_Latn,extra_spaces,False
ntx3-001434-2,tel_Latn,punctuation,False
ntx3-001434-2,tel_Latn,zero_width,False
ntx3-001233-1,hin_Latn,nfkc,False
ntx3-001233-1,hin_Latn,extra_spaces,False
ntx3-001233-1,hin_Latn,punctuation,False
ntx3-001233-1,hin_Latn,zero_width,False
ntx3-000839-3,tel_Telu,nfkc,False
ntx3-000839-3,tel_Telu,extra_spaces,False
ntx3-000839-3,tel_Telu,punctuation,False
ntx3-000839-3,tel_Telu,zero_width,False
ntx3-001424-1,hin_Latn,nfkc,False
ntx3-001424-1,hin_Latn,extra_spaces,False
ntx3-001424-1,hin_Latn,punctuation,False
ntx3-001424-1,hin_Latn,zero_width,False
ntx3-002430-2,tel_Latn,nfkc,False
ntx3-002430-2,tel_Latn,extra_spaces,False
ntx3-002430-2,tel_Latn,punctuation,False
ntx3-002430-2,tel_Latn,zero_width,False
ntx3-001643-2,tel_Latn,nfkc,False
ntx3-001643-2,tel_Latn,extra_spaces,False
ntx3-001643-2,tel_Latn,punctuation,False
ntx3-001643-2,tel_Latn,zero_width,False
ntx3-002295-1,hin_Latn,nfkc,False
ntx3-002295-1,hin_Latn,extra_spaces,False
ntx3-002295-1,hin_Latn,punctuation,False
ntx3-002295-1,hin_Latn,zero_width,False
ntx3-000840-1,hin_Latn,nfkc,False
ntx3-000840-1,hin_Latn,extra_spaces,False
ntx3-000840-1,hin_Latn,punctuation,False
ntx3-000840-1,hin_Latn,zero_width,False
ntx3-000797-0,eng_Latn,nfkc,False
ntx3-000797-0,eng_Latn,extra_spaces,False
ntx3-000797-0,eng_Latn,punctuation,False
ntx3-000797-0,eng_Latn,zero_width,False
ntx3-002497-0,eng_Latn,nfkc,False
ntx3-002497-0,eng_Latn,extra_spaces,False
ntx3-002497-0,eng_Latn,punctuation,False
ntx3-002497-0,eng_Latn,zero_width,False
ntx3-001629-1,hin_Latn,nfkc,False
ntx3-001629-1,hin_Latn,extra_spaces,False
ntx3-001629-1,hin_Latn,punctuation,False
ntx3-001629-1,hin_Latn,zero_width,False
ntx3-000751-1,hin_Latn,nfkc,False
ntx3-000751-1,hin_Latn,extra_spaces,False
ntx3-000751-1,hin_Latn,punctuation,False
ntx3-000751-1,hin_Latn,zero_width,False
ntx3-001213-0,eng_Latn,nfkc,False
ntx3-001213-0,eng_Latn,extra_spaces,False
ntx3-001213-0,eng_Latn,punctuation,False
ntx3-001213-0,eng_Latn,zero_width,False
ntx3-000192-1,hin_Latn,nfkc,False
ntx3-000192-1,hin_Latn,extra_spaces,False
ntx3-000192-1,hin_Latn,punctuation,False
ntx3-000192-1,hin_Latn,zero_width,False
ntx3-000530-1,hin_Latn,nfkc,False
ntx3-000530-1,hin_Latn,extra_spaces,False
ntx3-000530-1,hin_Latn,punctuation,False
ntx3-000530-1,hin_Latn,zero_width,False
ntx3-002035-1,hin_Latn,nfkc,False
ntx3-002035-1,hin_Latn,extra_spaces,False
ntx3-002035-1,hin_Latn,punctuation,False
ntx3-002035-1,hin_Latn,zero_width,False
ntx3-000839-0,eng_Latn,nfkc,False
ntx3-000839-0,eng_Latn,extra_spaces,False
ntx3-000839-0,eng_Latn,punctuation,False
ntx3-000839-0,eng_Latn,zero_width,False
ntx3-001324-3,tel_Telu,nfkc,False
ntx3-001324-3,tel_Telu,extra_spaces,False
ntx3-001324-3,tel_Telu,punctuation,False
ntx3-001324-3,tel_Telu,zero_width,False
ntx3-001726-3,tel_Telu,nfkc,False
ntx3-001726-3,tel_Telu,extra_spaces,False
ntx3-001726-3,tel_Telu,punctuation,False
ntx3-001726-3,tel_Telu,zero_width,False
ntx3-000659-0,eng_Latn,nfkc,False
ntx3-000659-0,eng_Latn,extra_spaces,False
ntx3-000659-0,eng_Latn,punctuation,False
ntx3-000659-0,eng_Latn,zero_width,False
ntx3-000230-0,eng_Latn,nfkc,False
ntx3-000230-0,eng_Latn,extra_spaces,False
ntx3-000230-0,eng_Latn,punctuation,False
ntx3-000230-0,eng_Latn,zero_width,False
ntx3-002304-0,eng_Latn,nfkc,False
ntx3-002304-0,eng_Latn,extra_spaces,False
ntx3-002304-0,eng_Latn,punctuation,False
ntx3-002304-0,eng_Latn,zero_width,False
ntx3-002065-2,tel_Latn,nfkc,False
ntx3-002065-2,tel_Latn,extra_spaces,False
ntx3-002065-2,tel_Latn,punctuation,False
ntx3-002065-2,tel_Latn,zero_width,False
ntx3-002299-1,hin_Latn,nfkc,False
ntx3-002299-1,hin_Latn,extra_spaces,False
ntx3-002299-1,hin_Latn,punctuation,False
ntx3-002299-1,hin_Latn,zero_width,False
ntx3-001817-1,hin_Latn,nfkc,False
ntx3-001817-1,hin_Latn,extra_spaces,False
ntx3-001817-1,hin_Latn,punctuation,False
ntx3-001817-1,hin_Latn,zero_width,False
ntx3-000337-1,hin_Latn,nfkc,False
ntx3-000337-1,hin_Latn,extra_spaces,False
ntx3-000337-1,hin_Latn,punctuation,False
ntx3-000337-1,hin_Latn,zero_width,False
ntx3-000230-1,hin_Latn,nfkc,False
ntx3-000230-1,hin_Latn,extra_spaces,False
ntx3-000230-1,hin_Latn,punctuation,False
ntx3-000230-1,hin_Latn,zero_width,False
ntx3-000710-3,tel_Telu,nfkc,False
ntx3-000710-3,tel_Telu,extra_spaces,False
ntx3-000710-3,tel_Telu,punctuation,False
ntx3-000710-3,tel_Telu,zero_width,False
ntx3-001529-3,tel_Telu,nfkc,False
ntx3-001529-3,tel_Telu,extra_spaces,False
ntx3-001529-3,tel_Telu,punctuation,False
ntx3-001529-3,tel_Telu,zero_width,False
ntx3-000152-1,hin_Latn,nfkc,False
ntx3-000152-1,hin_Latn,extra_spaces,False
ntx3-000152-1,hin_Latn,punctuation,False
ntx3-000152-1,hin_Latn,zero_width,False
ntx3-001315-1,hin_Latn,nfkc,False
ntx3-001315-1,hin_Latn,extra_spaces,False
ntx3-001315-1,hin_Latn,punctuation,False
ntx3-001315-1,hin_Latn,zero_width,False
ntx3-001756-3,tel_Telu,nfkc,False
ntx3-001756-3,tel_Telu,extra_spaces,False
ntx3-001756-3,tel_Telu,punctuation,False
ntx3-001756-3,tel_Telu,zero_width,False
ntx3-002240-1,hin_Latn,nfkc,False
ntx3-002240-1,hin_Latn,extra_spaces,False
ntx3-002240-1,hin_Latn,punctuation,False
ntx3-002240-1,hin_Latn,zero_width,False
ntx3-000538-2,tel_Latn,nfkc,False
ntx3-000538-2,tel_Latn,extra_spaces,False
ntx3-000538-2,tel_Latn,punctuation,False
ntx3-000538-2,tel_Latn,zero_width,False
ntx3-002386-2,tel_Latn,nfkc,False
ntx3-002386-2,tel_Latn,extra_spaces,False
ntx3-002386-2,tel_Latn,punctuation,False
ntx3-002386-2,tel_Latn,zero_width,False
ntx3-000772-0,eng_Latn,nfkc,False
ntx3-000772-0,eng_Latn,extra_spaces,False
ntx3-000772-0,eng_Latn,punctuation,False
ntx3-000772-0,eng_Latn,zero_width,False
ntx3-001555-1,hin_Latn,nfkc,False
ntx3-001555-1,hin_Latn,extra_spaces,False
ntx3-001555-1,hin_Latn,punctuation,False
ntx3-001555-1,hin_Latn,zero_width,False
ntx3-001368-0,eng_Latn,nfkc,False
ntx3-001368-0,eng_Latn,extra_spaces,False
ntx3-001368-0,eng_Latn,punctuation,False
ntx3-001368-0,eng_Latn,zero_width,False
ntx3-002337-1,hin_Latn,nfkc,False
ntx3-002337-1,hin_Latn,extra_spaces,False
ntx3-002337-1,hin_Latn,punctuation,False
ntx3-002337-1,hin_Latn,zero_width,False
ntx3-002494-3,tel_Telu,nfkc,False
ntx3-002494-3,tel_Telu,extra_spaces,False
ntx3-002494-3,tel_Telu,punctuation,False
ntx3-002494-3,tel_Telu,zero_width,False
ntx3-000300-0,eng_Latn,nfkc,False
ntx3-000300-0,eng_Latn,extra_spaces,False
ntx3-000300-0,eng_Latn,punctuation,False
ntx3-000300-0,eng_Latn,zero_width,False
ntx3-001653-0,eng_Latn,nfkc,False
ntx3-001653-0,eng_Latn,extra_spaces,False
ntx3-001653-0,eng_Latn,punctuation,False
ntx3-001653-0,eng_Latn,zero_width,False
ntx3-001198-0,eng_Latn,nfkc,False
ntx3-001198-0,eng_Latn,extra_spaces,False
ntx3-001198-0,eng_Latn,punctuation,False
ntx3-001198-0,eng_Latn,zero_width,False
ntx3-000840-0,eng_Latn,nfkc,False
ntx3-000840-0,eng_Latn,extra_spaces,False
ntx3-000840-0,eng_Latn,punctuation,False
ntx3-000840-0,eng_Latn,zero_width,False
ntx3-001692-0,eng_Latn,nfkc,False
ntx3-001692-0,eng_Latn,extra_spaces,False
ntx3-001692-0,eng_Latn,punctuation,False
ntx3-001692-0,eng_Latn,zero_width,False
ntx3-002327-3,tel_Telu,nfkc,False
ntx3-002327-3,tel_Telu,extra_spaces,False
ntx3-002327-3,tel_Telu,punctuation,False
ntx3-002327-3,tel_Telu,zero_width,False
ntx3-000520-0,eng_Latn,nfkc,False
ntx3-000520-0,eng_Latn,extra_spaces,False
ntx3-000520-0,eng_Latn,punctuation,False
ntx3-000520-0,eng_Latn,zero_width,False
ntx3-001577-2,tel_Latn,nfkc,False
ntx3-001577-2,tel_Latn,extra_spaces,False
ntx3-001577-2,tel_Latn,punctuation,False
ntx3-001577-2,tel_Latn,zero_width,False
ntx3-001756-2,tel_Latn,nfkc,False
ntx3-001756-2,tel_Latn,extra_spaces,False
ntx3-001756-2,tel_Latn,punctuation,False
ntx3-001756-2,tel_Latn,zero_width,False
ntx3-002485-1,hin_Latn,nfkc,False
ntx3-002485-1,hin_Latn,extra_spaces,False
ntx3-002485-1,hin_Latn,punctuation,False
ntx3-002485-1,hin_Latn,zero_width,False
ntx3-001040-2,tel_Latn,nfkc,False
ntx3-001040-2,tel_Latn,extra_spaces,False
ntx3-001040-2,tel_Latn,punctuation,False
ntx3-001040-2,tel_Latn,zero_width,False
ntx3-001445-2,tel_Latn,nfkc,False
ntx3-001445-2,tel_Latn,extra_spaces,False
ntx3-001445-2,tel_Latn,punctuation,False
ntx3-001445-2,tel_Latn,zero_width,False
ntx3-000645-3,tel_Telu,nfkc,False
ntx3-000645-3,tel_Telu,extra_spaces,False
ntx3-000645-3,tel_Telu,punctuation,False
ntx3-000645-3,tel_Telu,zero_width,False
ntx3-000485-2,tel_Latn,nfkc,False
ntx3-000485-2,tel_Latn,extra_spaces,False
ntx3-000485-2,tel_Latn,punctuation,False
ntx3-000485-2,tel_Latn,zero_width,False
ntx3-001428-2,tel_Latn,nfkc,False
ntx3-001428-2,tel_Latn,extra_spaces,False
ntx3-001428-2,tel_Latn,punctuation,False
ntx3-001428-2,tel_Latn,zero_width,False
ntx3-001733-3,tel_Telu,nfkc,False
ntx3-001733-3,tel_Telu,extra_spaces,False
ntx3-001733-3,tel_Telu,punctuation,False
ntx3-001733-3,tel_Telu,zero_width,False
ntx3-001848-1,hin_Latn,nfkc,False
ntx3-001848-1,hin_Latn,extra_spaces,False
ntx3-001848-1,hin_Latn,punctuation,False
ntx3-001848-1,hin_Latn,zero_width,False
ntx3-001967-2,tel_Latn,nfkc,False
ntx3-001967-2,tel_Latn,extra_spaces,False
ntx3-001967-2,tel_Latn,punctuation,False
ntx3-001967-2,tel_Latn,zero_width,False
ntx3-000665-2,tel_Latn,nfkc,False
ntx3-000665-2,tel_Latn,extra_spaces,False
ntx3-000665-2,tel_Latn,punctuation,False
ntx3-000665-2,tel_Latn,zero_width,False
ntx3-000259-0,eng_Latn,nfkc,False
ntx3-000259-0,eng_Latn,extra_spaces,False
ntx3-000259-0,eng_Latn,punctuation,False
ntx3-000259-0,eng_Latn,zero_width,False
ntx3-001892-1,hin_Latn,nfkc,False
ntx3-001892-1,hin_Latn,extra_spaces,False
ntx3-001892-1,hin_Latn,punctuation,False
ntx3-001892-1,hin_Latn,zero_width,False
ntx3-000759-2,tel_Latn,nfkc,False
ntx3-000759-2,tel_Latn,extra_spaces,False
ntx3-000759-2,tel_Latn,punctuation,False
ntx3-000759-2,tel_Latn,zero_width,False
ntx3-001551-0,eng_Latn,nfkc,False
ntx3-001551-0,eng_Latn,extra_spaces,False
ntx3-001551-0,eng_Latn,punctuation,False
ntx3-001551-0,eng_Latn,zero_width,False
ntx3-002197-0,eng_Latn,nfkc,False
ntx3-002197-0,eng_Latn,extra_spaces,False
ntx3-002197-0,eng_Latn,punctuation,False
ntx3-002197-0,eng_Latn,zero_width,False
ntx3-002460-0,eng_Latn,nfkc,False
ntx3-002460-0,eng_Latn,extra_spaces,False
ntx3-002460-0,eng_Latn,punctuation,False
ntx3-002460-0,eng_Latn,zero_width,False
ntx3-001197-1,hin_Latn,nfkc,False
ntx3-001197-1,hin_Latn,extra_spaces,False
ntx3-001197-1,hin_Latn,punctuation,False
ntx3-001197-1,hin_Latn,zero_width,False
ntx3-001466-2,tel_Latn,nfkc,False
ntx3-001466-2,tel_Latn,extra_spaces,False
ntx3-001466-2,tel_Latn,punctuation,False
ntx3-001466-2,tel_Latn,zero_width,False
ntx3-001153-2,tel_Latn,nfkc,False
ntx3-001153-2,tel_Latn,extra_spaces,False
ntx3-001153-2,tel_Latn,punctuation,False
ntx3-001153-2,tel_Latn,zero_width,False
ntx3-001059-2,tel_Latn,nfkc,False
ntx3-001059-2,tel_Latn,extra_spaces,False
ntx3-001059-2,tel_Latn,punctuation,False
ntx3-001059-2,tel_Latn,zero_width,False
ntx3-000381-0,eng_Latn,nfkc,False
ntx3-000381-0,eng_Latn,extra_spaces,False
ntx3-000381-0,eng_Latn,punctuation,False
ntx3-000381-0,eng_Latn,zero_width,False
ntx3-001652-2,tel_Latn,nfkc,False
ntx3-001652-2,tel_Latn,extra_spaces,False
ntx3-001652-2,tel_Latn,punctuation,False
ntx3-001652-2,tel_Latn,zero_width,False
ntx3-000331-1,hin_Latn,nfkc,False
ntx3-000331-1,hin_Latn,extra_spaces,False
ntx3-000331-1,hin_Latn,punctuation,False
ntx3-000331-1,hin_Latn,zero_width,False
ntx3-000951-0,eng_Latn,nfkc,False
ntx3-000951-0,eng_Latn,extra_spaces,False
ntx3-000951-0,eng_Latn,punctuation,False
ntx3-000951-0,eng_Latn,zero_width,False
ntx3-000697-0,eng_Latn,nfkc,False
ntx3-000697-0,eng_Latn,extra_spaces,False
ntx3-000697-0,eng_Latn,punctuation,False
ntx3-000697-0,eng_Latn,zero_width,False
ntx3-001816-3,tel_Telu,nfkc,False
ntx3-001816-3,tel_Telu,extra_spaces,False
ntx3-001816-3,tel_Telu,punctuation,False
ntx3-001816-3,tel_Telu,zero_width,False
ntx3-002108-2,tel_Latn,nfkc,False
ntx3-002108-2,tel_Latn,extra_spaces,False
ntx3-002108-2,tel_Latn,punctuation,False
ntx3-002108-2,tel_Latn,zero_width,False
ntx3-002337-0,eng_Latn,nfkc,False
ntx3-002337-0,eng_Latn,extra_spaces,False
ntx3-002337-0,eng_Latn,punctuation,False
ntx3-002337-0,eng_Latn,zero_width,False
ntx3-002291-1,hin_Latn,nfkc,False
ntx3-002291-1,hin_Latn,extra_spaces,False
ntx3-002291-1,hin_Latn,punctuation,False
ntx3-002291-1,hin_Latn,zero_width,False
ntx3-001766-2,tel_Latn,nfkc,False
ntx3-001766-2,tel_Latn,extra_spaces,False
ntx3-001766-2,tel_Latn,punctuation,False
ntx3-001766-2,tel_Latn,zero_width,False
ntx3-000577-1,hin_Latn,nfkc,False
ntx3-000577-1,hin_Latn,extra_spaces,False
ntx3-000577-1,hin_Latn,punctuation,False
ntx3-000577-1,hin_Latn,zero_width,False
ntx3-000349-0,eng_Latn,nfkc,False
ntx3-000349-0,eng_Latn,extra_spaces,False
ntx3-000349-0,eng_Latn,punctuation,False
ntx3-000349-0,eng_Latn,zero_width,False
ntx3-002234-2,tel_Latn,nfkc,False
ntx3-002234-2,tel_Latn,extra_spaces,False
ntx3-002234-2,tel_Latn,punctuation,False
ntx3-002234-2,tel_Latn,zero_width,False
ntx3-001868-1,hin_Latn,nfkc,False
ntx3-001868-1,hin_Latn,extra_spaces,False
ntx3-001868-1,hin_Latn,punctuation,False
ntx3-001868-1,hin_Latn,zero_width,False
ntx3-002011-3,tel_Telu,nfkc,False
ntx3-002011-3,tel_Telu,extra_spaces,False
ntx3-002011-3,tel_Telu,punctuation,False
ntx3-002011-3,tel_Telu,zero_width,False
ntx3-000741-3,tel_Telu,nfkc,False
ntx3-000741-3,tel_Telu,extra_spaces,False
